,healthy_GSM4205771,healthy_GSM4205772,healthy_GSM4205773,healthy_GSM4205774,disease_GSM4205775,disease_GSM4205776,disease_GSM4205777,disease_GSM4205778
ENSG00000253932,0,0,0,0,0,0,0,0
ENSG00000253935,0,0,0,0,0,0,0,0
ENSG00000253936,0,0,0,0,0,0,0,0
ENSG00000253939,1,0,0,0,0,0,0,0
ENSG00000253941,0,0,0,0,0,0,0,0
ENSG00000253944,0,0,0,0,0,0,0,0
ENSG00000253947,0,0,0,0,0,0,0,0
ENSG00000253948,4,6,2,5,1,5,3,1
ENSG00000253949,0,0,0,0,0,0,0,0
ENSG00000253953,0,0,0,3,0,0,0,0
ENSG00000253955,0,0,0,0,0,0,0,0
ENSG00000253956,0,0,0,0,0,0,0,0
ENSG00000253957,0,0,0,0,0,0,0,0
ENSG00000253958,0,2,0,0,0,1,0,0
ENSG00000253959,0,0,0,0,0,0,0,0
ENSG00000253960,0,0,0,0,0,0,0,0
ENSG00000253961,0,0,0,0,0,0,0,0
ENSG00000253963,0,0,0,0,0,0,0,0
ENSG00000253965,0,0,0,0,0,0,0,0
ENSG00000253967,0,0,0,0,0,0,0,0
ENSG00000253968,0,0,0,0,0,0,0,0
ENSG00000253972,0,0,0,0,0,0,0,0
ENSG00000253973,0,0,0,0,0,0,0,0
ENSG00000253976,0,0,0,0,0,0,0,0
ENSG00000253978,0,0,0,0,0,0,0,0
ENSG00000253979,0,0,0,0,0,0,0,0
ENSG00000253980,0,0,0,0,0,0,0,0
ENSG00000253982,16,50,30,26,27,30,33,27
ENSG00000253983,0,0,0,0,0,0,0,0
ENSG00000253985,0,0,0,0,0,0,0,0
ENSG00000253986,0,0,0,0,0,0,0,0
ENSG00000253988,0,0,0,0,0,0,0,0
ENSG00000253989,0,0,0,0,0,0,0,0
ENSG00000253992,0,0,0,0,0,0,0,0
ENSG00000253998,0,0,0,0,0,0,0,0
ENSG00000253999,0,0,0,0,0,0,0,0
ENSG00000254000,0,0,0,0,0,0,0,0
ENSG00000254001,0,0,0,0,0,0,0,0
ENSG00000254002,2,1,0,0,0,1,0,0
ENSG00000254003,0,0,0,0,0,0,0,0
ENSG00000254004,13,34,3,13,11,16,21,8
ENSG00000254006,0,0,0,0,0,0,0,0
ENSG00000254007,0,0,0,0,0,0,0,0
ENSG00000254008,0,0,0,0,0,0,0,0
ENSG00000254009,0,0,0,0,0,0,0,0
ENSG00000254010,0,0,0,0,0,0,0,0
ENSG00000254017,0,0,0,0,0,0,0,0
ENSG00000254018,0,0,0,0,0,0,0,0
ENSG00000254019,0,0,0,0,0,0,0,0
ENSG00000254020,0,0,0,0,0,0,0,0
ENSG00000254021,0,0,0,0,0,0,0,0
ENSG00000254024,0,0,0,0,0,0,0,0
ENSG00000254026,0,0,0,0,0,0,0,0
ENSG00000254027,0,0,0,0,0,0,0,0
ENSG00000254028,0,0,0,0,0,0,0,0
ENSG00000254029,0,0,0,0,0,0,0,0
ENSG00000254030,0,0,0,0,0,0,0,0
ENSG00000254031,0,0,0,0,0,0,0,0
ENSG00000254033,0,0,0,0,0,0,0,0
ENSG00000254034,0,0,0,0,0,0,0,0
ENSG00000254035,0,0,0,0,0,0,0,0
ENSG00000254036,0,0,0,0,0,0,0,0
ENSG00000254038,0,0,0,0,0,0,0,0
ENSG00000254039,0,0,0,0,0,0,0,0
ENSG00000254040,0,0,0,0,0,0,0,0
ENSG00000254041,0,0,0,0,0,0,0,0
ENSG00000254042,0,0,0,0,0,0,0,0
ENSG00000254043,0,0,0,0,0,0,0,0
ENSG00000254045,0,0,0,0,0,0,0,0
ENSG00000254046,0,0,0,0,0,0,0,0
ENSG00000254050,0,0,0,0,0,0,0,0
ENSG00000254052,0,0,0,0,0,0,0,0
ENSG00000254053,0,0,0,0,0,0,0,0
ENSG00000254054,0,0,0,0,0,0,0,0
ENSG00000254055,0,0,0,0,0,0,0,0
ENSG00000254056,0,0,0,0,0,0,0,0
ENSG00000254057,0,0,0,0,0,0,0,0
ENSG00000254060,0,0,0,0,0,0,0,0
ENSG00000254064,0,0,0,0,0,0,0,0
ENSG00000254066,0,0,0,0,0,0,0,0
ENSG00000254067,0,0,0,0,0,0,0,0
ENSG00000254073,0,0,0,0,0,0,0,0
ENSG00000254075,0,0,0,0,0,0,0,0
ENSG00000254077,0,0,0,0,0,0,0,0
ENSG00000254080,0,0,0,0,0,0,0,0
ENSG00000254081,0,0,0,0,0,0,0,0
ENSG00000254082,0,0,0,0,0,0,0,0
ENSG00000254083,0,0,0,0,0,0,0,0
ENSG00000254084,0,0,0,0,0,0,0,0
ENSG00000254086,0,0,0,0,0,0,0,0
ENSG00000254087,0,0,0,0,9,6,11,12
ENSG00000254089,0,0,0,0,0,0,0,0
ENSG00000254092,0,0,0,0,0,0,0,0
ENSG00000254093,22,24,52,21,13,13,16,13
ENSG00000254097,0,0,0,0,0,0,0,0
ENSG00000254098,0,0,0,0,0,0,0,0
ENSG00000254099,0,0,0,0,0,0,0,0
ENSG00000254100,0,0,0,0,0,0,0,0
ENSG00000254101,0,0,0,0,0,0,0,0
ENSG00000254102,0,0,0,0,0,0,0,0
ENSG00000254106,0,0,0,0,0,0,0,0
ENSG00000254109,1,2,0,0,1,0,0,0
ENSG00000254111,0,0,0,0,0,0,0,0
ENSG00000254113,0,0,0,0,0,0,0,0
ENSG00000254115,0,0,0,0,0,0,0,0
ENSG00000254119,0,0,0,0,0,0,0,0
ENSG00000254120,0,0,0,0,0,0,0,0
ENSG00000254122,0,0,0,5,1,13,15,47
ENSG00000254123,0,0,0,0,0,0,0,0
ENSG00000254127,0,0,0,0,0,0,0,0
ENSG00000254129,0,0,0,0,0,0,0,0
ENSG00000254130,0,0,0,0,0,0,0,0
ENSG00000254134,0,0,0,0,0,0,0,0
ENSG00000254135,0,0,0,0,0,0,0,0
ENSG00000254136,0,0,0,0,0,0,0,0
ENSG00000254138,0,0,0,0,0,0,0,0
ENSG00000254139,0,0,0,0,0,0,0,0
ENSG00000254140,0,0,0,0,0,0,0,0
ENSG00000254142,0,0,0,4,0,0,1,0
ENSG00000254143,0,0,0,0,0,0,0,0
ENSG00000254144,0,0,0,0,0,0,0,0
ENSG00000254153,0,0,0,0,0,0,0,0
ENSG00000254157,0,0,0,0,0,0,0,0
ENSG00000254160,0,0,0,0,0,0,0,0
ENSG00000254161,0,0,0,0,0,0,0,0
ENSG00000254162,0,0,0,0,0,0,0,0
ENSG00000254163,0,0,0,0,0,0,0,0
ENSG00000254164,0,0,0,0,0,0,0,0
ENSG00000254165,0,0,0,0,0,0,0,0
ENSG00000254166,0,0,0,0,0,0,0,0
ENSG00000254167,0,0,0,0,0,0,0,0
ENSG00000254171,0,0,0,0,0,0,0,0
ENSG00000254173,0,0,0,0,0,0,0,0
ENSG00000254174,0,0,0,0,0,0,0,0
ENSG00000254175,0,0,0,0,0,0,0,0
ENSG00000254176,0,0,0,0,0,0,0,0
ENSG00000254177,0,0,0,0,0,0,0,0
ENSG00000254178,0,0,0,0,0,0,0,0
ENSG00000254180,0,0,0,0,0,0,0,1
ENSG00000254186,0,0,0,0,0,0,0,0
ENSG00000254187,0,0,0,0,0,0,0,0
ENSG00000254192,0,0,0,0,0,0,0,0
ENSG00000254194,0,0,0,0,0,0,0,0
ENSG00000254197,0,0,0,0,0,0,0,0
ENSG00000254199,0,0,0,0,0,0,0,0
ENSG00000254201,0,0,0,0,0,0,0,0
ENSG00000254202,0,0,0,0,0,0,0,0
ENSG00000254203,0,0,0,0,0,0,0,0
ENSG00000254204,0,0,0,0,0,0,0,0
ENSG00000254205,0,0,0,0,0,0,0,0
ENSG00000254206,0,0,0,0,0,0,0,0
ENSG00000254208,0,0,0,0,0,0,0,0
ENSG00000254209,0,0,0,0,0,0,0,0
ENSG00000254211,0,0,0,0,0,0,0,0
ENSG00000254215,0,0,0,0,0,0,0,0
ENSG00000254220,0,0,0,0,0,0,0,0
ENSG00000254221,0,0,0,0,0,0,0,0
ENSG00000254222,0,0,0,0,0,0,0,0
ENSG00000254223,0,0,0,0,0,0,0,0
ENSG00000254224,0,0,0,0,1,0,0,0
ENSG00000254226,0,0,0,0,0,0,0,0
ENSG00000254227,0,0,0,0,0,0,0,0
ENSG00000254228,0,0,0,0,0,0,0,0
ENSG00000254230,0,0,0,0,0,0,0,0
ENSG00000254233,0,0,0,0,0,0,0,0
ENSG00000254235,0,0,0,0,0,0,0,0
ENSG00000254236,0,0,0,0,0,0,0,0
ENSG00000254237,0,0,0,0,0,0,0,0
ENSG00000254238,0,0,0,0,0,0,0,0
ENSG00000254239,0,0,0,0,0,0,0,0
ENSG00000254240,0,0,0,0,0,0,0,0
ENSG00000254242,0,0,0,0,0,0,0,0
ENSG00000254245,0,0,0,0,3,0,0,0
ENSG00000254246,0,0,0,0,0,0,0,0
ENSG00000254248,0,0,0,0,0,0,0,0
ENSG00000254249,0,0,0,0,0,0,0,0
ENSG00000254251,0,0,0,0,0,0,0,0
ENSG00000254254,0,0,0,0,0,0,0,0
ENSG00000254258,0,0,0,0,0,0,0,0
ENSG00000254260,0,0,0,0,0,0,0,0
ENSG00000254261,0,0,0,0,0,0,0,0
ENSG00000254262,0,0,0,0,0,0,0,0
ENSG00000254263,0,0,0,0,0,0,0,0
ENSG00000254264,0,0,0,0,0,0,0,0
ENSG00000254266,0,0,0,0,0,0,0,0
ENSG00000254267,0,0,0,0,0,0,0,0
ENSG00000254271,0,0,0,0,0,0,0,0
ENSG00000254277,0,0,0,0,0,0,0,0
ENSG00000254278,0,0,0,0,2,0,1,0
ENSG00000254279,0,0,0,0,0,0,0,0
ENSG00000254281,0,0,0,0,0,0,0,0
ENSG00000254286,0,0,0,0,0,0,0,0
ENSG00000254287,0,0,0,0,0,0,0,0
ENSG00000254288,0,1,0,0,1,0,0,0
ENSG00000254289,0,0,0,0,0,0,0,0
ENSG00000254290,0,0,0,0,0,0,0,0
ENSG00000254291,0,0,0,0,0,0,0,0
ENSG00000254292,0,0,0,0,0,0,0,0
ENSG00000254293,0,0,0,0,0,0,0,0
ENSG00000254295,0,0,0,0,0,0,0,1
ENSG00000254297,0,0,0,0,0,0,0,0
ENSG00000254298,0,0,0,0,0,0,0,0
ENSG00000254299,0,0,0,0,0,0,0,0
ENSG00000254300,0,10,1,0,1,0,0,3
ENSG00000254302,0,0,0,0,0,0,0,0
ENSG00000254303,1,0,0,0,0,1,0,0
ENSG00000254306,0,0,0,0,0,0,0,0
ENSG00000254307,0,0,0,0,0,0,0,0
ENSG00000254308,0,0,0,0,0,0,0,0
ENSG00000254314,0,0,0,0,0,0,0,0
ENSG00000254315,0,0,0,0,0,0,0,0
ENSG00000254317,0,0,0,0,0,0,0,0
ENSG00000254319,0,2,0,0,0,0,0,0
ENSG00000254321,0,0,0,0,0,0,0,0
ENSG00000254326,0,0,0,0,0,0,0,0
ENSG00000254329,0,0,0,0,0,0,0,0
ENSG00000254333,0,0,0,0,2,0,0,0
ENSG00000254334,0,0,0,0,0,0,0,0
ENSG00000254337,0,0,0,0,0,0,0,0
ENSG00000254338,0,0,0,0,0,0,2,0
ENSG00000254339,0,0,0,0,0,0,0,0
ENSG00000254340,0,0,4,0,0,0,0,0
ENSG00000254343,0,0,1,0,0,0,0,0
ENSG00000254344,0,0,0,0,0,0,0,0
ENSG00000254345,0,0,0,0,0,0,0,0
ENSG00000254347,0,0,0,0,0,0,0,0
ENSG00000254349,0,0,0,0,0,0,0,0
ENSG00000254350,0,0,0,0,0,0,0,0
ENSG00000254355,0,0,0,0,0,0,0,0
ENSG00000254357,0,0,0,0,0,0,0,0
ENSG00000254361,0,0,0,0,0,0,0,0
ENSG00000254364,0,0,0,0,0,0,0,0
ENSG00000254365,0,0,0,0,0,0,0,0
ENSG00000254366,0,0,0,0,0,0,0,0
ENSG00000254367,0,0,0,0,0,0,0,0
ENSG00000254369,0,5,0,4,7,2,0,0
ENSG00000254372,0,0,0,0,0,0,0,0
ENSG00000254377,0,0,0,0,0,0,0,0
ENSG00000254380,0,0,0,0,0,0,0,0
ENSG00000254383,0,0,0,0,0,0,0,0
ENSG00000254389,0,0,0,0,0,0,0,0
ENSG00000254391,0,0,0,0,0,0,0,0
ENSG00000254394,0,0,0,0,0,0,0,0
ENSG00000254395,0,0,0,0,0,0,0,0
ENSG00000254396,0,0,0,0,0,0,0,2
ENSG00000254397,0,0,0,0,0,0,0,0
ENSG00000254400,0,0,0,0,0,0,0,0
ENSG00000254401,0,0,0,0,0,0,0,0
ENSG00000254402,1,1,0,0,0,2,0,0
ENSG00000254404,0,0,0,0,0,0,0,0
ENSG00000254413,0,0,0,0,0,0,0,0
ENSG00000254414,0,0,0,0,0,0,0,0
ENSG00000254415,0,0,0,0,0,0,0,0
ENSG00000254416,0,0,0,0,0,0,0,0
ENSG00000254417,0,0,0,0,2,0,0,0
ENSG00000254418,0,0,0,0,0,0,0,0
ENSG00000254420,0,0,0,0,0,0,0,0
ENSG00000254422,0,0,0,0,0,0,0,0
ENSG00000254427,0,0,0,2,0,0,0,0
ENSG00000254428,0,0,0,0,0,0,0,0
ENSG00000254429,0,0,0,0,0,0,0,0
ENSG00000254431,0,0,0,0,0,0,0,0
ENSG00000254432,0,0,0,0,0,0,0,0
ENSG00000254433,0,0,0,0,0,0,0,0
ENSG00000254434,0,0,0,0,0,0,0,0
ENSG00000254438,0,0,0,0,0,0,0,0
ENSG00000254440,0,0,0,0,0,0,0,0
ENSG00000254443,0,0,0,0,0,0,0,0
ENSG00000254445,0,0,0,0,0,0,0,0
ENSG00000254451,0,0,0,0,0,0,0,0
ENSG00000254452,0,0,0,0,0,0,0,0
ENSG00000254453,0,0,0,0,0,0,0,0
ENSG00000254456,0,0,0,0,0,0,0,0
ENSG00000254458,0,0,0,0,0,0,0,0
ENSG00000254459,0,0,0,0,0,0,0,0
ENSG00000254461,0,0,0,0,0,0,0,0
ENSG00000254462,0,0,0,0,0,0,0,0
ENSG00000254466,0,0,0,0,0,0,0,0
ENSG00000254467,0,0,0,0,0,0,0,0
ENSG00000254468,0,0,0,0,0,0,0,0
ENSG00000254469,3,11,0,3,5,1,0,2
ENSG00000254470,14,34,24,14,30,22,18,13
ENSG00000254473,2,0,1,1,5,3,3,3
ENSG00000254477,0,0,0,0,0,0,0,0
ENSG00000254480,0,3,1,0,0,0,0,0
ENSG00000254485,1,0,0,3,0,0,0,0
ENSG00000254486,1,0,0,0,0,0,0,0
ENSG00000254488,0,0,0,0,0,0,0,0
ENSG00000254489,0,0,0,0,0,0,0,0
ENSG00000254495,0,0,0,0,0,0,0,0
ENSG00000254497,0,0,0,0,0,0,0,0
ENSG00000254499,0,0,0,0,0,0,0,0
ENSG00000254501,0,0,0,0,0,0,0,0
ENSG00000254505,53,147,35,52,67,65,65,82
ENSG00000254508,0,0,0,0,0,0,0,0
ENSG00000254511,0,0,0,0,0,0,0,0
ENSG00000254514,0,0,0,0,0,0,0,0
ENSG00000254516,0,0,0,0,0,0,0,0
ENSG00000254518,0,0,0,0,0,0,0,0
ENSG00000254521,0,0,0,0,0,0,0,0
ENSG00000254526,0,0,0,0,0,0,0,0
ENSG00000254528,0,0,0,0,0,0,0,0
ENSG00000254530,0,0,0,0,0,0,0,0
ENSG00000254531,13,21,2,11,18,21,10,31
ENSG00000254532,0,0,1,0,0,0,0,0
ENSG00000254533,0,0,0,0,0,0,1,0
ENSG00000254535,0,0,0,0,1,0,0,1
ENSG00000254536,0,0,0,0,0,0,0,0
ENSG00000254538,0,0,0,0,0,0,0,0
ENSG00000254539,0,0,0,0,0,0,0,0
ENSG00000254540,0,0,0,0,0,0,0,0
ENSG00000254542,0,0,0,0,0,0,0,0
ENSG00000254545,0,0,0,0,0,0,0,0
ENSG00000254548,0,0,0,0,0,0,0,0
ENSG00000254550,0,0,0,0,0,0,0,0
ENSG00000254551,0,0,0,0,0,0,0,0
ENSG00000254552,0,0,0,0,0,0,0,0
ENSG00000254553,0,0,0,0,0,0,0,0
ENSG00000254554,0,0,0,2,0,0,0,0
ENSG00000254557,0,0,0,0,0,0,0,0
ENSG00000254559,0,0,0,0,0,0,0,0
ENSG00000254560,0,0,0,0,0,0,0,0
ENSG00000254561,0,0,0,0,0,0,0,0
ENSG00000254562,0,0,0,0,0,0,0,0
ENSG00000254563,0,0,0,0,0,0,0,0
ENSG00000254566,0,0,0,0,0,0,0,0
ENSG00000254568,0,0,0,0,0,0,0,0
ENSG00000254571,0,0,0,0,0,0,0,0
ENSG00000254573,0,0,0,0,0,0,0,0
ENSG00000254574,0,0,0,0,0,0,0,0
ENSG00000254575,0,0,0,0,0,0,0,0
ENSG00000254578,0,0,0,0,0,0,0,0
ENSG00000254580,0,0,0,0,0,0,0,0
ENSG00000254584,0,0,0,0,0,0,0,0
ENSG00000254585,0,0,0,0,1,0,0,0
ENSG00000254586,0,0,0,0,0,0,0,0
ENSG00000254587,0,0,0,0,0,0,0,0
ENSG00000254588,0,0,0,0,0,0,0,0
ENSG00000254592,0,0,0,0,0,0,0,0
ENSG00000254594,0,0,0,0,0,0,0,0
ENSG00000254598,0,0,0,0,0,2,0,0
ENSG00000254599,0,0,0,0,0,0,0,0
ENSG00000254604,0,0,0,0,0,0,0,0
ENSG00000254605,1,0,0,0,1,2,0,0
ENSG00000254606,0,0,0,0,0,0,0,0
ENSG00000254607,0,0,0,0,0,1,0,0
ENSG00000254610,0,0,0,0,0,0,0,0
ENSG00000254614,0,1,9,11,2,4,4,7
ENSG00000254615,11,14,15,2,8,10,14,22
ENSG00000254619,0,0,0,0,0,0,0,0
ENSG00000254620,0,0,0,0,0,0,0,0
ENSG00000254622,0,0,0,0,0,0,0,0
ENSG00000254625,0,0,0,0,0,0,0,0
ENSG00000254626,0,0,0,0,0,0,0,0
ENSG00000254631,0,0,0,0,0,0,0,0
ENSG00000254632,0,0,0,0,0,0,0,0
ENSG00000254635,63,176,104,60,32,56,40,81
ENSG00000254636,0,0,0,0,0,1,0,0
ENSG00000254638,0,0,0,0,0,0,0,0
ENSG00000254639,0,0,0,0,0,0,0,0
ENSG00000254645,0,0,0,0,0,0,0,0
ENSG00000254647,0,0,0,3,0,0,0,0
ENSG00000254648,0,0,0,0,0,0,0,0
ENSG00000254649,0,0,0,0,0,0,0,0
ENSG00000254651,0,0,0,0,0,0,0,0
ENSG00000254653,0,0,0,0,0,0,0,0
ENSG00000254654,0,0,0,0,0,0,0,0
ENSG00000254656,0,0,0,0,0,0,0,0
ENSG00000254659,0,0,0,0,0,0,0,0
ENSG00000254661,0,0,0,0,0,0,0,0
ENSG00000254662,0,0,0,0,0,0,0,0
ENSG00000254664,0,0,0,0,0,0,0,0
ENSG00000254665,0,0,0,0,0,0,0,0
ENSG00000254669,0,0,0,0,0,0,0,0
ENSG00000254670,0,0,0,0,0,0,0,0
ENSG00000254671,0,0,0,0,0,0,0,3
ENSG00000254673,0,0,0,0,0,0,0,0
ENSG00000254675,0,0,0,0,0,0,0,0
ENSG00000254680,0,0,0,0,0,0,0,0
ENSG00000254682,10,7,4,3,13,6,10,9
ENSG00000254685,7,21,11,4,9,5,9,5
ENSG00000254686,0,0,0,0,0,0,0,0
ENSG00000254687,0,0,0,0,0,0,0,0
ENSG00000254688,0,0,0,0,0,0,0,0
ENSG00000254689,0,0,0,0,0,0,0,0
ENSG00000254690,0,0,0,0,0,0,0,0
ENSG00000254691,0,0,0,0,0,0,0,0
ENSG00000254692,0,0,0,0,0,0,0,0
ENSG00000254693,0,0,0,0,0,0,0,0
ENSG00000254694,0,0,0,0,0,0,0,0
ENSG00000254695,0,0,0,0,0,0,0,0
ENSG00000254699,0,0,0,0,0,0,0,0
ENSG00000254703,0,0,0,0,0,0,2,0
ENSG00000254705,0,0,0,0,0,0,0,0
ENSG00000254706,0,0,0,0,0,0,0,0
ENSG00000254707,0,0,0,0,0,0,0,0
ENSG00000254709,0,0,0,0,0,0,0,0
ENSG00000254710,0,0,0,0,0,0,0,0
ENSG00000254718,0,0,0,0,1,0,0,3
ENSG00000254721,0,0,0,0,0,0,0,0
ENSG00000254726,16,30,18,11,44,25,25,25
ENSG00000254731,0,3,0,0,0,0,2,1
ENSG00000254732,0,0,0,0,0,0,0,0
ENSG00000254733,0,0,0,0,0,0,0,0
ENSG00000254734,0,0,0,0,0,0,0,0
ENSG00000254737,0,0,0,0,0,0,0,0
ENSG00000254739,0,0,0,0,0,0,0,0
ENSG00000254740,0,0,0,0,0,0,0,0
ENSG00000254741,0,0,0,0,0,0,0,0
ENSG00000254744,0,0,0,0,0,0,0,0
ENSG00000254753,0,0,0,0,0,0,0,0
ENSG00000254754,0,0,0,0,0,0,0,0
ENSG00000254756,0,0,0,0,0,0,0,0
ENSG00000254757,0,0,0,0,0,0,0,0
ENSG00000254760,0,0,0,0,0,0,0,0
ENSG00000254761,0,0,0,0,0,0,0,0
ENSG00000254762,0,0,0,0,0,0,0,0
ENSG00000254768,0,0,0,0,0,0,0,0
ENSG00000254772,6,18,11,8,11,14,7,9
ENSG00000254774,0,0,0,0,0,0,0,0
ENSG00000254775,0,0,0,0,0,0,0,0
ENSG00000254777,0,4,0,0,1,0,0,0
ENSG00000254787,0,0,0,0,0,0,0,0
ENSG00000254788,0,0,0,0,0,0,0,0
ENSG00000254789,0,0,0,0,0,0,0,0
ENSG00000254790,0,0,0,0,0,0,0,0
ENSG00000254802,0,0,0,0,0,0,0,0
ENSG00000254804,0,0,0,0,0,0,0,0
ENSG00000254806,0,0,0,0,0,0,0,0
ENSG00000254810,0,0,0,0,0,0,0,0
ENSG00000254812,0,0,0,0,0,0,0,0
ENSG00000254813,0,0,0,0,0,0,0,0
ENSG00000254814,0,0,0,0,0,0,0,0
ENSG00000254815,0,0,0,0,0,0,0,0
ENSG00000254819,0,0,0,0,0,0,0,0
ENSG00000254820,0,0,0,0,0,0,0,0
ENSG00000254821,0,0,0,0,0,0,0,0
ENSG00000254822,0,0,0,0,0,0,0,0
ENSG00000254823,0,0,0,0,0,0,0,0
ENSG00000254827,0,0,7,0,0,0,0,0
ENSG00000254829,0,0,0,0,0,0,0,0
ENSG00000254830,0,0,0,0,0,0,0,0
ENSG00000254833,0,0,0,0,0,0,0,0
ENSG00000254834,0,0,0,0,0,0,0,0
ENSG00000254835,0,0,0,0,0,0,0,0
ENSG00000254836,0,0,0,0,0,0,0,0
ENSG00000254837,0,0,0,0,3,2,1,2
ENSG00000254839,0,0,0,0,0,0,0,0
ENSG00000254842,0,0,0,0,0,0,0,0
ENSG00000254844,0,0,0,0,0,0,0,0
ENSG00000254846,0,0,0,0,0,0,0,0
ENSG00000254847,0,0,0,0,0,0,0,0
ENSG00000254852,0,0,0,0,0,0,0,0
ENSG00000254854,0,0,0,0,0,0,0,0
ENSG00000254855,0,0,0,0,0,0,0,0
ENSG00000254858,5,32,13,15,11,10,6,7
ENSG00000254859,0,0,0,0,0,0,0,0
ENSG00000254860,0,1,0,0,0,0,0,0
ENSG00000254861,0,0,0,0,0,0,0,0
ENSG00000254862,0,0,0,0,0,0,0,0
ENSG00000254863,0,0,0,0,0,0,0,0
ENSG00000254864,0,0,0,0,0,0,0,0
ENSG00000254865,0,0,0,0,0,0,0,0
ENSG00000254869,0,0,0,0,0,0,0,0
ENSG00000254870,0,0,0,0,0,0,0,0
ENSG00000254872,0,0,0,0,0,0,0,0
ENSG00000254873,0,0,0,0,0,0,0,0
ENSG00000254874,0,0,0,0,0,0,0,0
ENSG00000254878,0,0,0,0,0,0,0,0
ENSG00000254879,0,0,0,0,0,0,0,0
ENSG00000254880,0,0,0,0,0,0,0,0
ENSG00000254885,0,0,0,0,0,0,0,0
ENSG00000254893,0,0,2,0,0,0,0,0
ENSG00000254894,0,0,0,0,0,0,0,0
ENSG00000254898,0,0,0,0,0,0,0,0
ENSG00000254900,0,0,0,0,0,0,0,0
ENSG00000254901,38,166,17,35,51,31,19,38
ENSG00000254902,0,0,0,0,0,0,0,0
ENSG00000254905,0,0,0,0,0,0,0,0
ENSG00000254906,0,0,0,0,0,0,0,0
ENSG00000254907,0,0,0,0,0,0,0,0
ENSG00000254910,0,2,0,0,0,0,0,0
ENSG00000254911,38,64,80,47,44,60,66,113
ENSG00000254913,0,0,0,0,0,0,0,0
ENSG00000254919,0,0,0,0,0,0,0,0
ENSG00000254921,0,0,0,0,0,0,0,0
ENSG00000254927,0,0,0,0,0,0,0,0
ENSG00000254928,0,0,0,0,0,0,0,0
ENSG00000254930,0,0,0,0,0,0,0,0
ENSG00000254932,0,0,0,0,0,0,0,0
ENSG00000254933,0,0,0,0,0,0,0,0
ENSG00000254934,0,0,0,0,0,0,0,0
ENSG00000254938,0,0,0,7,0,0,1,1
ENSG00000254942,0,0,0,0,0,0,0,0
ENSG00000254943,0,0,0,4,0,0,0,0
ENSG00000254946,0,0,0,0,0,0,0,0
ENSG00000254952,0,0,0,0,0,0,0,0
ENSG00000254959,0,0,0,0,0,0,0,0
ENSG00000254960,0,0,0,0,0,0,0,0
ENSG00000254963,0,0,0,0,0,0,0,0
ENSG00000254964,0,0,0,0,0,0,0,0
ENSG00000254966,0,0,0,0,0,0,0,0
ENSG00000254967,0,0,0,0,0,0,0,0
ENSG00000254968,0,0,0,0,0,0,0,0
ENSG00000254971,0,0,0,0,0,0,0,0
ENSG00000254972,0,0,0,0,0,0,0,0
ENSG00000254973,0,0,0,0,0,0,0,0
ENSG00000254975,0,0,0,0,0,0,0,0
ENSG00000254979,0,0,0,0,0,0,0,0
ENSG00000254980,0,0,0,0,0,0,0,0
ENSG00000254981,0,0,0,0,0,0,0,0
ENSG00000254986,30,127,65,37,42,28,37,50
ENSG00000254987,0,0,0,0,0,0,0,0
ENSG00000254988,0,0,0,0,0,0,0,0
ENSG00000254989,0,0,0,0,0,0,0,0
ENSG00000254990,0,0,0,0,0,0,0,0
ENSG00000254991,0,0,0,0,0,0,0,0
ENSG00000254995,0,0,0,0,0,0,0,0
ENSG00000254996,0,0,0,4,2,1,1,0
ENSG00000254997,2,0,0,0,0,0,0,0
ENSG00000254998,0,0,0,0,0,0,0,0
ENSG00000254999,259,862,350,239,346,246,265,332
ENSG00000255002,0,0,0,0,0,0,0,0
ENSG00000255004,0,0,0,0,0,0,0,0
ENSG00000255005,0,0,0,0,0,0,0,0
ENSG00000255007,0,0,0,0,0,1,1,3
ENSG00000255008,0,0,0,0,0,0,0,0
ENSG00000255009,0,0,0,0,0,0,0,0
ENSG00000255012,0,0,0,0,0,0,0,0
ENSG00000255015,0,0,0,0,0,0,0,0
ENSG00000255020,0,0,0,0,0,0,0,0
ENSG00000255021,0,0,0,0,0,0,0,0
ENSG00000255026,0,0,0,0,0,0,0,0
ENSG00000255027,0,0,0,0,0,0,0,0
ENSG00000255028,0,0,0,0,0,0,0,0
ENSG00000255029,0,0,0,0,0,0,0,0
ENSG00000255031,1,8,3,6,0,6,2,7
ENSG00000255032,0,0,0,0,0,0,0,0
ENSG00000255038,0,0,0,1,0,0,0,1
ENSG00000255039,0,0,0,0,0,0,0,0
ENSG00000255041,0,0,0,0,0,0,0,0
ENSG00000255043,0,0,0,0,0,0,0,0
ENSG00000255045,0,0,0,0,2,5,0,1
ENSG00000255046,0,1,0,0,3,1,6,10
ENSG00000255050,0,0,0,0,0,0,0,0
ENSG00000255052,0,0,0,0,0,0,0,0
ENSG00000255054,0,0,0,0,0,0,0,0
ENSG00000255060,0,0,0,0,0,0,0,0
ENSG00000255062,2,1,1,0,5,1,0,4
ENSG00000255071,0,0,0,0,0,0,0,0
ENSG00000255072,0,0,0,0,0,0,0,0
ENSG00000255073,0,0,0,0,0,0,0,0
ENSG00000255079,0,0,0,0,0,0,0,0
ENSG00000255080,0,0,0,0,0,0,0,0
ENSG00000255082,0,0,0,0,0,0,0,0
ENSG00000255084,0,0,0,0,0,0,0,0
